/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-01-01.npy|black beauty : the autobiography of a horse .~|0 2 3 4 5 6 7 8|1 4 4 1 7 7 4 1|amod punct det appos case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-009.npy|i believe we must not think of a northampton ball .~|0 2 3 4 5 6 7 8 9 10|1 5 5 5 1 9 9 9 5 1|nsubj nsubj aux advmod ccomp case det compound obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-010.npy|a dance at home would be more eligible and if .~|0 1 2 3 4 5 6 8 9 10|1 7 3 1 7 7 7 9 7 7|det nsubj case nmod aux cop advmod cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-011.npy|ah , my dear sir thomas , interrupted missus norris , i knew what was coming .~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16|7 4 4 4 7 4 4 7 7 12 12 7 15 15 12 7|discourse punct nmod:poss amod nsubj appos punct obj obj punct nsubj parataxis nsubj aux ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-012.npy|i knew what you were going to say .~|0 2 3 4 5 6 7 8|1 5 5 5 1 7 5 1|nsubj obj nsubj aux ccomp mark xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-013.npy|if dear julia were at home , or dearest missus rushworth at sotherton , to afford a reason , an occasion for such a thing , you would be tempted to give the young people a dance at mansfield .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39|5 2 5 5 5 29 9 9 9 5 9 12 10 5 15 5 17 15 20 20 17 24 24 24 20 29 29 29 29 31 29 34 34 31 36 31 38 36 29|mark amod nsubj cop case advcl punct cc amod conj appos case nmod punct mark advcl det obj punct det appos case det:predet det nmod punct nsubj:pass aux aux:pass mark xcomp det amod iobj det obj case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-014.npy|i know you would .~|0 2 3 4|1 3 1 1|nsubj nsubj ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-015.npy|if they were at home to grace the ball , a ball you would have this very christmas .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18|4 4 4 4 14 6 4 8 6 4 11 14 14 14 17 17 14 14|mark nsubj cop case advcl mark advcl det obj punct det nsubj nsubj aux det advmod obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-016.npy|thank your uncle , william , thank your uncle !~|1 2 3 4 5 6 7 8 9|2 0 0 0 0 0 8 6 0|nmod:poss obj punct vocative punct parataxis nmod:poss obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-017.npy|my daughters , replied sir thomas , gravely interposing , have their pleasures at brighton , and i hope are very happy ; but the dance , which i think of giving at mansfield , will be for their cousins .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40|1 10 3 3 4 8 8 3 10 3 12 10 14 10 18 18 18 3 21 21 18 10 39 25 39 25 29 29 25 31 29 33 31 25 39 39 39 39 3 10|nmod:poss nsubj punct obj flat punct advmod advcl punct conj nmod:poss obj case obl punct cc nsubj conj cop advmod ccomp punct cc det nsubj punct obj nsubj acl:relcl mark advcl case obl punct aux cop case nmod:poss parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-018.npy|could we be all assembled our satisfaction would undoubtedly be more complete , but the absence of some is not to debar the others of amusement .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26|4 4 4 4 6 11 11 11 11 11 4 18 18 15 21 17 15 11 21 21 11 23 21 25 23 4|aux nsubj aux:pass advmod nmod:poss nsubj aux advmod cop advmod ccomp punct cc det nsubj case nmod conj advmod mark conj det obj case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-019.npy|missus norris had not another word to say .~|0 1 3 4 5 6 7 8|2 2 5 5 2 7 5 2|nsubj nsubj advmod det obj mark acl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-020.npy|she saw decision in his looks , and her surprise and vexation required some minutes' silence to be settled into composure .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22|1 1 5 5 1 12 12 9 12 11 9 1 14 16 14 12 19 19 12 21 19 1|nsubj obj case nmod:poss obl punct cc nmod:poss nsubj cc conj conj det nmod:poss case obj mark aux:pass advcl case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-021.npy|a ball at such a time !~|0 2 3 4 5 6|1 5 5 5 1 1|det case det:predet det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-022.npy|his daughters absent and herself not consulted !~|0 1 2 3 4 5 7|1 6 1 4 2 6 6|nmod:poss nsubj amod cc conj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-023.npy|there was comfort , however , soon at hand .~|0 2 3 4 5 6 7 8 9|1 1 1 1 1 1 8 1 1|expl nsubj punct advmod punct advmod case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-024.npy|she must be the doer of everything : lady bertram would of course be spared all thought and exertion , and it would all fall upon her .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|4 4 4 4 6 4 4 9 14 14 14 11 14 4 16 14 18 16 24 24 24 24 24 14 26 24 4|nsubj aux cop det case nmod punct compound nsubj:pass aux advmod fixed aux:pass parataxis det obj cc conj punct cc nsubj aux advmod conj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-025.npy|she should have to do the honors of the evening ; and this reflection quickly restored so much of her good humor , as enabled her to join in with the others , before their happiness and thanks were all expressed .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41|2 2 4 2 6 4 9 9 6 2 15 13 15 15 2 17 15 21 21 21 17 15 24 15 24 27 24 27 31 31 27 15 40 35 40 37 35 40 40 15 2|nsubj aux mark xcomp det obj case det nmod punct cc det nsubj advmod conj advmod obj case nmod:poss amod obl punct mark advcl obj mark xcomp compound:prt case det obl punct mark nmod:poss nsubj:pass cc conj aux:pass advmod advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-026.npy|edmund , william , and fanny did , in their different ways , look and speak as much grateful pleasure in the promised ball , as sir thomas could desire .~|0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30|6 2 0 5 5 0 13 11 11 11 13 13 6 15 13 17 18 19 15 23 23 23 19 13 29 29 26 29 13 6|nsubj punct conj punct cc conj punct case nmod:poss amod obl punct conj cc conj advmod advmod amod obj case det amod nmod punct mark nsubj flat aux advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-027.npy|edmund's feelings were for the other two .~|0 1 2 3 4 5 6 8|2 0 7 7 7 7 7 7|nmod:poss case nsubj cop case det amod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-028.npy|his father had never conferred a favor or shown a kindness more to his satisfaction .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15|1 4 4 4 6 4 8 4 10 8 8 14 14 11 4|nmod:poss nsubj aux advmod det obj cc conj det obj obj case nmod:poss obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-029.npy|lady bertram was perfectly quiescent and contented , and had no objections to make .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14|1 4 4 4 6 4 9 9 4 11 9 13 11 4|compound nsubj cop advmod cc conj punct cc conj det obj mark acl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-030.npy|sir thomas engaged for its giving her very little trouble ; and she assured him that she was not at all afraid of the trouble ; indeed , she could not imagine there would be any .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|2 0 5 5 2 5 8 9 5 2 13 13 2 13 21 21 21 21 20 21 13 24 24 21 2 31 31 31 31 31 2 34 34 31 34 2|nsubj flat mark nsubj advcl iobj advmod amod obj punct cc nsubj conj obj mark nsubj cop advmod case advmod ccomp case det obl punct advmod punct nsubj aux advmod parataxis expl aux ccomp nsubj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-031.npy|missus norris was ready with her suggestions as to the rooms he would think fittest to be used , but found it all prearranged ; and then she would have conjectured and hinted about the day , it appeared that the day was settled too .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45|3 3 3 6 6 3 10 7 10 6 13 13 10 13 17 17 13 20 20 3 20 23 20 3 30 30 30 30 30 3 32 30 35 35 30 3 38 3 43 41 43 43 38 43 3|nsubj nsubj cop case nmod:poss obl case fixed det nmod nsubj aux acl:relcl xcomp mark aux:pass xcomp punct cc conj obj advmod xcomp punct cc advmod nsubj aux aux conj cc conj case det obl punct nsubj parataxis mark det nsubj:pass aux:pass ccomp advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-033.npy|william was required to be at portsmouth on the twenty-fourth ; the twenty-second would therefore be the last day of his visit ; but where the days were so few it would be unwise to fix on any earlier .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43|2 2 6 6 6 2 11 11 11 11 6 2 16 16 16 22 22 22 22 22 22 2 25 25 22 2 37 33 30 33 33 33 37 37 37 37 2 39 37 41 42 39 2|nsubj:pass aux:pass mark cop case xcomp case det nummod punct obl punct det nummod punct nsubj aux advmod cop det amod parataxis case nmod:poss nmod punct cc mark det nsubj cop advmod advcl expl aux cop conj mark csubj case advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-034.npy|missus norris was obliged to be satisfied with thinking just the same , and with having been on the point of proposing the twenty-second herself , as by far the best day for the purpose .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37|3 0 3 6 6 3 8 6 11 11 8 19 19 19 19 19 19 19 8 21 19 26 25 25 26 21 33 33 30 33 33 33 21 36 36 33 3|nsubj:pass flat aux:pass mark cop xcomp mark advcl advmod det obj punct cc mark aux cop case det conj mark acl det compound punct amod obl:npmod punct case case nmod det amod obl case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-035.npy|the ball was now a settled thing , and before the evening a proclaimed thing to all whom it concerned .~|0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20|1 6 6 6 6 6 14 14 11 11 14 14 14 6 16 14 19 19 14 6|det nsubj cop advmod det amod punct cc case det obl det amod conj case nmod obj nsubj acl:relcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-036.npy|invitations were sent with despatch , and many a young lady went to bed that night with her head full of happy cares , as well as fanny .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28|2 2 4 2 11 11 10 10 10 11 2 13 11 15 11 18 18 11 18 22 22 19 27 27 24 24 22 2|nsubj:pass aux:pass case obl punct cc det:predet det amod nsubj conj case obl det obl:tmod case nmod:poss obl amod case amod obl punct cc fixed fixed conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-037.npy|to her the cares were sometimes almost beyond the happiness ; for young and inexperienced , with small means of choice and no confidence in her own taste , the how she should be dressed was a point of painful solicitude .~|0 1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41|1 9 3 9 9 9 9 9 9 37 12 37 14 12 37 18 18 37 20 18 23 23 18 27 27 27 23 37 37 34 34 34 34 37 37 37 9 40 40 37 9|case nmod det nsubj cop advmod advmod case det punct case obl cc conj punct case amod obl case nmod cc det conj case nmod:poss amod nmod punct nsubj mark nsubj:pass aux aux:pass nsubj cop det parataxis case amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-038.npy|and the almost solitary ornament in her possession , a very pretty amber cross , which william had brought her from sicily , was the greatest distress of all , for she had nothing but a bit of ribbon to fasten it to .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43|26 4 3 4 26 7 7 4 13 13 11 13 13 4 13 18 18 18 13 18 21 18 26 26 26 26 28 26 26 32 32 26 32 36 36 33 38 36 40 36 40 40 26|cc det advmod amod nsubj case nmod:poss nmod punct det advmod amod amod appos punct obj nsubj aux acl:relcl obj case obl punct cop det amod case nmod punct mark nsubj advcl obj case det conj case nmod mark acl obj obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-039.npy|and though she had worn it in that manner once , would it be allowable at such a time , in the midst of all the rich ornaments which she supposed all the other young ladies would appear in ?~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39|14 4 4 4 14 4 8 8 4 4 14 14 14 14 18 18 18 14 14 22 22 14 27 27 27 27 22 30 30 27 35 35 35 35 37 37 30 37 14|cc mark nsubj aux advcl obj case det obl advmod punct aux nsubj cop case det:predet det obl punct case det obl case det:predet det amod nmod obj nsubj acl:relcl det:predet det amod amod nsubj aux ccomp obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-040.npy|and yet not to wear it !~|0 1 2 3 5 6|4 4 4 4 4 4|cc cc advmod mark obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-041.npy|william had wanted to buy her a gold chain too , but the purchase had been beyond his means , and therefore not to wear the cross might be mortifying him .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|2 2 4 2 4 8 8 4 4 18 18 13 18 18 18 18 18 2 29 29 29 24 24 29 26 24 29 29 2 29 2|nsubj aux mark xcomp iobj det compound obj advmod punct cc det nsubj aux cop case nmod:poss conj punct cc advmod advmod mark csubj det obj aux aux conj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-042.npy|these were anxious considerations ; enough to sober her spirits even under the prospect of a ball , given principally for her gratification .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|3 3 3 3 3 7 5 9 7 13 13 13 7 16 16 13 18 7 18 22 22 18 3|nsubj cop amod punct parataxis mark advcl nmod:poss obj advmod case det obl case det nmod punct advcl advmod case nmod:poss obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-043.npy|the preparations meanwhile went on , and lady bertram continued to sit on her sofa without any inconvenience from them .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|1 3 3 3 9 9 9 7 3 11 9 14 14 11 17 17 11 19 17 3|det nsubj advmod advmod punct cc nsubj flat conj mark xcomp case nmod:poss obl case det obl case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-046.npy|on the twenty-third he was going to a friend near peterborough , in the same situation as himself , and they were to receive ordination in the course of the christmas week .~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34|4 4 4 4 7 7 7 10 10 7 12 10 17 17 17 17 7 19 17 23 23 23 7 25 23 25 29 29 25 33 33 33 29 7|case det nummod punct obl nsubj aux case det obl case nmod punct case det amod obl case nmod punct cc nsubj conj mark xcomp obj case det obl case det compound nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-047.npy|half his destiny would then be determined , but the other half might not be so very smoothly wooed .~|0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19|2 2 6 6 6 6 18 18 11 11 18 18 18 18 17 17 18 6 6|det:predet nmod:poss nsubj:pass aux advmod aux:pass punct cc det amod nsubj:pass aux advmod aux:pass advmod advmod advmod conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-048.npy|his duties would be established , but the wife who was to share , and animate , and reward those duties , might yet be unattainable .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26|1 4 4 4 25 25 8 25 10 8 12 10 15 15 12 18 18 12 20 18 25 25 25 25 4 4|nmod:poss nsubj:pass aux aux:pass punct cc det nsubj nsubj acl:relcl mark xcomp punct cc conj punct cc conj det obj punct aux advmod cop conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-049.npy|he knew his own mind , but he was not always perfectly assured of knowing miss crawford's .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18|1 4 4 1 12 12 12 12 12 12 12 1 14 12 14 15 16 1|nsubj nmod:poss amod obj punct cc nsubj:pass aux:pass advmod advmod advmod conj mark advcl xcomp obj case punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-051.npy|his conviction of her regard for him was sometimes very strong ; he could look back on a long course of encouragement , and she was as perfect in disinterested attachment as in everything else .~|0 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35|1 10 4 4 1 6 4 10 10 10 10 14 14 10 14 19 19 19 14 21 19 27 27 27 27 27 10 30 30 27 33 33 27 33 10|nmod:poss nsubj case nmod:poss nmod case nmod cop advmod advmod punct nsubj aux parataxis advmod case det amod obl case nmod punct cc nsubj cop advmod conj case amod obl case case obl amod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-052.npy|but at other times doubt and alarm intermingled with his hopes ; and when he thought of her acknowledged disinclination for privacy and retirement , her decided preference of a london life , what could he expect but a determined rejection ?~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41|26 3 3 4 7 6 4 10 10 7 26 26 15 15 26 18 18 15 18 21 19 23 21 26 26 7 26 31 31 31 27 36 36 36 36 26 40 40 40 36 26|cc case amod compound nsubj cc conj case nmod:poss obl punct cc mark nsubj advcl mark nsubj advcl obj case nmod cc conj punct nsubj conj obj case det compound nmod punct obj aux nsubj parataxis cc det amod conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-053.npy|unless it were an acceptance even more to be deprecated , demanding such sacrifices of situation and employment on his side as conscience must forbid .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25|4 4 4 4 6 4 9 9 6 11 4 13 11 15 13 17 15 20 20 11 24 24 24 11 4|mark nsubj cop det advmod advmod mark aux:pass advcl punct acl amod obj case nmod cc conj case nmod:poss obl mark nsubj aux advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-054.npy|the issue of all depended on one question .~|0 1 2 3 5 6 7 8|1 4 3 1 7 7 4 4|det nsubj case nmod case nummod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-055.npy|did she love him well enough to forego what had used to be essential points ?~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15|2 2 2 5 2 7 2 10 10 7 14 14 14 10 2|aux nsubj obj advmod advmod mark advcl nsubj aux ccomp mark cop amod xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-056.npy|did she love him well enough to make them no longer essential ?~|0 1 3 4 5 6 7 8 9 10 11 12|2 2 2 5 2 7 2 7 10 11 7 2|aux nsubj obj advmod advmod mark advcl obj advmod advmod xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-059.npy|but this had occurred on the first day of its being settled , within the first hour of the burst of such enjoyment , when nothing but the friends she was to visit was before her .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|3 3 3 7 7 7 3 11 11 11 7 16 16 16 16 3 19 19 16 22 22 19 16 35 35 35 28 25 30 28 32 30 35 35 3 3|cc nsubj aux case det amod obl mark nsubj:pass aux:pass acl punct case det amod obl case det nmod case amod nmod punct mark nsubj cc det conj nsubj acl:relcl mark xcomp cop case conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-061.npy|was there not a yes in all this ?~|1 2 3 4 5 6 7 8|0 0 4 0 7 7 4 0|expl advmod det nsubj case det:predet nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-062.npy|with such matters to ponder over , and arrange , and re-arrange , edmund could not , on his own account , think very much of the evening which the rest of the family were looking forward to , with a more equal degree of strong interest .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47|2 2 22 4 2 4 8 8 4 11 11 8 22 14 22 22 22 20 20 20 22 22 24 22 27 27 24 35 30 35 33 33 30 35 27 35 35 43 43 43 42 43 35 46 46 43 22|case amod obl mark acl advmod punct cc conj punct cc conj punct nsubj aux advmod punct case nmod:poss amod obl punct advmod obj case det obl obj det nsubj case det nmod aux acl:relcl advmod obl punct case det advmod amod obl case amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-063.npy|independent of his two cousins' enjoyment in it , the evening was to him of no higher value , than any other appointed meeting of the two families might be .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|14 6 4 4 6 4 0 8 6 14 11 14 14 14 18 18 18 14 14 30 24 24 24 30 28 28 28 24 30 14 14|advmod case nmod:poss nummod nmod:poss case obl case nmod punct det nsubj cop case case det amod nmod punct mark det amod amod nsubj case det nummod nmod aux advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-064.npy|in every meeting there was a hope of receiving farther confirmation of miss crawford's attachment ; but the whirl of a ballroom , perhaps , was not particularly favourable to the excitement or expression of serious feelings .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|2 2 4 4 6 4 8 6 10 8 12 10 15 13 12 29 29 19 29 22 22 19 29 29 29 29 29 29 4 32 32 29 34 32 37 37 32 4|case det obl expl det nsubj mark acl amod obj mark acl nmod:poss case obj punct cc det nsubj case det nmod punct advmod punct cop advmod advmod conj case det obl cc conj case amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-070.npy|it was just the plan to suit fanny ; and with a great deal of gratitude on her side for such ready and kind attention , they proceeded indoors and upstairs , and were soon deep in the interesting subject .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40|4 4 4 4 6 4 6 27 27 13 13 13 27 15 13 18 18 13 21 21 13 24 24 21 27 27 4 27 30 28 35 35 35 35 27 39 39 39 35 4|nsubj cop advmod det mark acl obj punct cc case det amod obl case nmod case nmod:poss nmod case amod nmod cc amod conj punct nsubj conj advmod cc conj punct cc cop advmod conj case det amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-071.npy|miss crawford , pleased with the appeal , gave her all her best judgment and taste , made everything easy by her suggestions , and tried to make everything agreeable by her encouragement .~|1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|0 3 1 6 6 3 8 0 8 13 13 13 8 15 13 17 0 17 18 22 22 19 25 25 17 27 25 27 28 32 32 29 0|obj punct amod case det obl punct conj iobj det:predet nmod:poss amod obj cc conj punct conj obj amod case nmod:poss obl punct cc conj mark xcomp obj amod case nmod:poss obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-072.npy|the dress being settled in all its grander parts .~|0 1 2 4 5 6 7 8 9|1 3 3 8 8 8 8 3 3|det nsubj:pass aux:pass case det:predet nmod:poss amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-073.npy|but what shall you have by way of necklace , said miss crawford .~|0 1 2 3 4 5 6 7 8 9 11 12 13|10 4 4 4 10 6 4 8 6 10 10 11 10|cc obj aux nsubj ccomp case obl case nmod punct ccomp obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-074.npy|shall not you wear your brother's cross ?~|0 1 2 4 5 6 7 8|3 3 3 5 7 5 3 3|aux advmod nsubj nmod:poss nmod:poss case obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-075.npy|and as she spoke , she was undoing a small parcel , which fanny had observed in her hand when they met .~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22|7 3 3 7 7 7 7 10 10 7 10 15 15 15 10 18 18 15 21 21 15 7|cc mark nsubj advcl punct nsubj aux det amod obj punct obj nsubj aux acl:relcl case nmod:poss obl mark nsubj advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-076.npy|fanny acknowledged her wishes and doubts on this point : she did not know how either to wear the cross , or to refrain from wearing it .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|1 3 1 5 3 8 8 1 1 13 13 13 1 15 17 17 13 19 17 23 23 23 17 25 23 25 1|nsubj nmod:poss obj cc conj case det obl punct nsubj aux advmod parataxis mark advmod mark ccomp det obj punct cc mark conj mark advcl obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-077.npy|she was answered by having a small trinket box placed before her , and being requested to choose from among several gold chains and necklaces .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25|2 2 4 2 8 8 8 4 8 11 9 15 15 15 4 17 15 17 22 22 22 17 24 22 2|nsubj:pass aux:pass mark advcl det amod compound obj acl case obl punct cc aux:pass conj mark xcomp obl case amod compound obl cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-079.npy|you see what a collection i have , said she ; more by half than i ever use or think of .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21|1 6 4 8 6 4 8 1 8 13 13 13 8 17 17 17 13 19 17 19 1|nsubj obj det nsubj nsubj acl:relcl punct parataxis nsubj punct advmod case obl mark nsubj advmod advcl cc conj obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP2-08-080.npy|i do not offer them as new .~|0 1 2 4 5 6 7|3 3 3 3 6 3 3|nsubj aux advmod obj advmod xcomp punct
